TimLanning,16898694,b'I had the wrong setting on my mic when we recorded the last 2 @DnDPodcast eps and I will be screaming for the next 3 months if you need me.',2018-02-27 14:17:46
TotalTrafficBOS,249393984,"b'Accident, right lane blocked in #Brighton on Mass Pike WB after Market St. overpass, stop and go traffic back to IC 20 - Cambridge St'",2018-02-27 14:13:02
TotalTrafficBOS,249393984,"b'Accident, right lane blocked in #Brighton on Mass Pike WB after Market St. overpass #traffic https://t.co/AoTr5OKtFq'",2018-02-27 13:53:27
coff334Lif3,1220345761,b'Vetting closer to finish #juantopia #hornedman #wepa #celos #red #japaneseinfluence #wip @? https://t.co/TJ1RTea3Hh',2018-02-27 04:46:38
coff334Lif3,1220345761,b'Horned man rough sketch #wip #juantopia #wepa#hornedman#celos #sketch #man #japaneseinfluence? https://t.co/rZGIeRR9KI',2018-02-27 04:45:16
_lynseyv,15421743,b'I like to think this is actually what healthy relationships look like. @ma_smeeth https://t.co/vwwhSdLf5L',2018-02-27 01:39:21
bizzie_rhythm,19657794,b'I got to hear a proper bassist play my Trever Smith Signature Fender Precision Bass yesterday? https://t.co/72zpuhGjvr',2018-02-27 01:00:26
HG_Ghandour,313704198,b'Great @MASSAWIS event next week! Thank u for your partnership Boston Biomedical. https://t.co/ctknxKU1XD',2018-02-26 23:32:47
BostonJrBruins,857429160,b'https://t.co/eRozdMZiBR',2018-02-26 20:22:25
Tori_Bedford,369680500,b'ageism in the workplace https://t.co/iCAW3qWkda',2018-02-26 19:40:29
alwong2000,20624779,b'Spicy lamb hand-pulled noodles hit the spot @ MDM Noodles https://t.co/rCJbNK0PF1',2018-02-26 18:53:35
katztanxa525,43611395,b'Why did I just paint my nails like 10 mins before I need to leave the house??',2018-02-26 17:57:38
joedunnmusic,43268027,b'Messing around with a @tnaf song ?Young Blood?. It has such a cool hook melody but I have to? https://t.co/aRzyrhNTO3',2018-02-26 06:20:59
kimchipapi617,322773109,b'be careful if kimchipapikreep sends you noodz? https://t.co/5Z7lVuuhER',2018-02-26 03:13:48
saladbar15,61311997,"b'@AndrewAtBatt After some reading, I ended up over at Helix early last month. Quite pleased so far.'",2018-02-26 01:57:43
saladbar15,61311997,b'@BpBoman It?s either that or they do know and they?ve taken it to heart and don?t know how to turn back.',2018-02-26 00:05:05
saladbar15,61311997,"b'@AndrewAtBatt Nah, more like tears of sadness because we?re all miserable and whatnot now that they?re gone.'",2018-02-25 23:35:46
saladbar15,61311997,b'WHEA is a powerhouse this year. https://t.co/T2n1fRMsnE',2018-02-25 23:20:28
TimLanning,16898694,b'@DrinkingQuest Hell ya',2018-02-25 20:58:45
DnDPodcast,933014797,b'@UnstableShotty @TimLanning Hell yeah! Just don?t expect us to take your advice for the 5 year old eps...you?d be s? https://t.co/M3PYlKHHl8',2018-02-25 20:53:29
hannahrose253,532296129,b'? ? P ? r T s  b A ? L?\n\n#coloringbook #chancetherapper #chance #ball #Saturday #love? https://t.co/vjQBdxq27q',2018-02-25 20:36:01
